identifiant;metier;sexe;tranches d'âge;enfant_conduite_accompagne;usage_vehicule;type_vehicule;age_vehicule;type_conduite;date_demande;etat_dossier;formule;;;tranches d'âge;moyenne_tarif_devis
202200940;Accompagnateur En Moyenne Montagne;F;72-107;0;Private;Sports Car;12;Highly Urban/ Urban;28/04/2022 19:59;Complet;Dev_Express;;;;
202200941;Soigneur D'Animaux;M;72-107;0;Private;Sports Car;13;Highly Urban/ Urban;31/05/2022 06:29;Complet;Dev_Premium;;;;
202200942;Architecte D'Intérieur;M;72-107;0;Private;SUV;5;Highly Urban/ Urban;29/05/2022 02:01;Complet;Dev_Express;;;;
202200943;Chef De Cultures Légumières;M;72-107;0;Commercial;Minivan;7;Highly Urban/ Urban;08/03/2022 08:49;Complet;Dev_Integral;;;;
202200944;Étalagiste;M;72-107;0;Private;Sports Car;9;Highly Rural/ Rural;20/01/2022 00:18;Complet;Dev_Integral;;;;
202200945;Convoyeur De Fonds;F;72-107;0;Private;Minivan;1;Highly Rural/ Rural;28/02/2022 13:38;Complet;Dev_Integral;;;;
202200946;Agent De Transit;M;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;24/03/2022 15:49;Complet;Dev_Express;;;;
202200947;Analyste De Crédit;M;72-107;0;Commercial;SUV;6;Highly Urban/ Urban;06/02/2022 22:10;Complet;Dev_Premium;;;;
202200948;Guichetier;F;72-107;0;Private;Pickup;;Highly Urban/ Urban;10/03/2022 21:24;Complet;Dev_Integral;;;;
202200949;Éditeur;F;72-107;0;Private;Sports Car;;Highly Urban/ Urban;26/05/2022 01:56;Complet;Dev_Integral;;;;
202200950;Ingénieur Télécoms Et Réseaux;F;72-107;0;Commercial;Pickup;15;Highly Urban/ Urban;24/04/2022 13:56;Complet;Dev_Express;;;;
202200951;Designer Industriel Industrielle;M;72-107;0;Commercial;Panel Truck;5;Highly Urban/ Urban;18/01/2022 19:21;Complet;Dev_Vip;;;;
202200952;Responsable Assurance Qualité;F;72-107;0;Commercial;Pickup;13;Highly Urban/ Urban;12/02/2022 03:31;Complet;Dev_Express;;;;
202200953;Biostatisticien;F;72-107;0;Commercial;Panel Truck;;Highly Urban/ Urban;24/02/2022 09:29;Complet;Dev_Integral;;;;
202200954;Agronome;M;72-107;0;Private;Pickup;1;Highly Urban/ Urban;29/03/2022 12:51;Complet;Dev_Express;;;;
202200955;Mécanicien Bateaux;F;72-107;0;Commercial;Pickup;1;Highly Rural/ Rural;20/02/2022 21:02;Complet;Dev_Integral;;;;
202200956;Statisticien;F;72-107;1;Private;Sports Car;14;Highly Urban/ Urban;23/05/2022 04:04;Complet;Dev_Integral;;;;
202200957;Vendeur Conseil Caviste;F;72-107;0;Private;Van;3;Highly Urban/ Urban;13/03/2022 10:59;Complet;Dev_Express;;;;
202200958;Agenceur De Cuisines Et Salles De Bains;M;72-107;0;Private;Minivan;16;Highly Urban/ Urban;23/02/2022 11:01;Complet;Dev_Express;;;;
202200959;Tapissier D'Ameublement;F;72-107;0;Commercial;Panel Truck;7;Highly Urban/ Urban;22/02/2022 03:31;Complet;Dev_Premium;;;;
202200960;Podo-Orthésiste;M;72-107;0;Commercial;Van;7;Highly Urban/ Urban;02/01/2022 13:57;Complet;Dev_Express;;;;
202200961;Ingénieur D'Affaires En Génie Électrique;M;72-107;0;Private;Sports Car;14;Highly Urban/ Urban;19/01/2022 09:26;Complet;Dev_Premium;;;;
202200962;Juriste Droit De L'Environnement;M;72-107;1;Private;SUV;6;Highly Urban/ Urban;25/02/2022 05:46;Complet;Dev_Integral;;;;
202200963;Traducteur Technique;M;72-107;1;Commercial;Minivan;9;Highly Rural/ Rural;17/04/2022 21:45;Complet;Dev_Integral;;;;
202200964;Anatomiste;M;72-107;0;Private;SUV;10;Highly Urban/ Urban;10/02/2022 01:05;Complet;Dev_Express;;;;
202200965;Maréchal-Ferrant;F;72-107;0;Private;Pickup;;Highly Urban/ Urban;05/04/2022 17:32;Complet;Dev_Premium;;;;
202200966;Menuisier;M;72-107;0;Private;SUV;5;Highly Urban/ Urban;11/01/2022 21:36;Complet;Dev_Express;;;;
202200967;Façadier;M;72-107;0;Commercial;Pickup;16;Highly Urban/ Urban;14/02/2022 23:26;Complet;Dev_Integral;;;;
202200968;Ingénieur Aromaticien Aromaticienne;M;72-107;0;Commercial;Pickup;8;Highly Urban/ Urban;05/01/2022 22:40;Complet;Dev_Express;;;;
202200969;Statisticien En Géomarketing;M;72-107;0;Commercial;Pickup;1;Highly Urban/ Urban;19/02/2022 12:40;Complet;Dev_Express;;;;
202200970;Sage-Femme;F;72-107;1;Commercial;SUV;7;Highly Urban/ Urban;31/03/2022 21:08;Complet;Dev_Premium;;;;
202200971;Préparateur En Pharmacie;F;72-107;1;Private;Minivan;1;Highly Urban/ Urban;24/05/2022 21:07;Complet;Dev_Express;;;;
202200972;Agenceur De Cuisines Et Salles De Bains;M;72-107;1;Private;Minivan;1;Highly Rural/ Rural;08/05/2022 18:08;Complet;Dev_Integral;;;;
202200973;Assistant En Architecture;F;72-107;0;Commercial;Pickup;17;Highly Urban/ Urban;22/01/2022 15:35;Complet;Dev_Integral;;;;
202200974;Agent D'Exploitation De L'Eau;M;72-107;0;Private;Pickup;17;Highly Urban/ Urban;11/03/2022 17:06;Complet;Dev_Integral;;;;
202200975;Modéliste;F;72-107;0;Private;Minivan;16;Highly Urban/ Urban;01/05/2022 13:47;Complet;Dev_Integral;;;;
202200976;Bibliothécaire;F;72-107;0;Private;Minivan;10;Highly Urban/ Urban;07/03/2022 22:55;Complet;Dev_Integral;;;;
202200977;Technicien Réalisateur Réalisatrice Radio;F;72-107;0;Private;Sports Car;17;Highly Urban/ Urban;31/05/2022 15:46;Complet;Dev_Integral;;;;
202200978;Accompagnateur En Moyenne Montagne;F;72-107;1;Private;SUV;4;Highly Rural/ Rural;29/04/2022 12:31;Complet;Dev_Integral;;;;
202200979;Paysagiste;M;72-107;0;Private;Minivan;16;Highly Urban/ Urban;04/03/2022 02:26;Complet;Dev_Express;;;;
202200980;Webmestre;M;72-107;0;Private;SUV;16;Highly Rural/ Rural;14/04/2022 05:13;Complet;Dev_Premium;;;;
202200981;Ingénieur Études Et Développement En Logiciels De Simulation;F;72-107;0;Private;Pickup;14;Highly Urban/ Urban;06/03/2022 03:04;Complet;Dev_Integral;;;;
202200982;Responsable Approvisionnement;M;72-107;0;Private;SUV;15;Highly Urban/ Urban;24/02/2022 00:48;Complet;Dev_Express;;;;
202200983;Déclarant En Douane;M;72-107;2;Private;SUV;5;Highly Urban/ Urban;10/05/2022 11:42;Complet;Dev_Premium;;;;
202200984;Designer Industriel Industrielle;M;72-107;1;Private;Minivan;;Highly Urban/ Urban;27/03/2022 09:22;Complet;Dev_Premium;;;;
202200985;Tapissier D'Ameublement;F;72-107;0;Private;Sports Car;8;Highly Urban/ Urban;28/04/2022 02:43;Complet;Dev_Integral;;;;
202200986;Concepteur De Niveaux De Jeu Web;M;72-107;1;Commercial;Pickup;7;Highly Urban/ Urban;30/03/2022 17:09;Complet;Dev_Express;;;;
202200987;Expert Bilan Carbone;M;72-107;0;Private;Sports Car;12;Highly Urban/ Urban;08/01/2022 07:30;Complet;Dev_Express;;;;
202200988;Auditeur Qualité;F;72-107;0;Private;SUV;8;Highly Urban/ Urban;04/03/2022 00:51;Complet;Dev_Integral;;;;
202200989;Consultant En Solutions Intégrées;M;72-107;0;Private;SUV;9;Highly Urban/ Urban;29/04/2022 08:01;Complet;Dev_Premium;;;;
202200990;Décorateur;M;72-107;0;Private;SUV;9;Highly Rural/ Rural;29/03/2022 02:50;Complet;Dev_Integral;;;;
